Concept ID,Domain ID,Governor ID,Collibra Location ID,Extract Timestamp
1639568e-9026-4748-bdbd-5a1f6eaad9bd,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
41fcf6d3-5b1f-4c84-9180-70fe0541087a,eefbb296-e081-47a6-affd-7a47590e8055,6c2082d6-17a1-49df-a79f-7f8138778495,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
98c63db7-ad53-4d87-90f1-06487d00a430,,c936eeb0-7bef-49e3-b69e-13c3c73cd515,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
e08d9e7b-608c-49d8-88ae-11fcf1af10d8,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
c705d271-2687-49fe-9b93-0ba66745602e,,,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
daec36c7-f48d-4162-9a41-3eb1a2bfe82b,,,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
af332468-4dd3-4d26-a81e-7af62b455f3c,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
85f0a694-a931-4437-b3dd-b5e58c47af0c,,c936eeb0-7bef-49e3-b69e-13c3c73cd515,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
c3f5d0f4-0455-4371-992b-acf6b06fa242,f8fed548-b2bb-4430-8dec-4f22c9936f5e,74a2a6ee-848f-40bb-a304-757114252117,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
581b2a99-4c53-4e66-9f72-6a413822a762,f8fed548-b2bb-4430-8dec-4f22c9936f5e,74a2a6ee-848f-40bb-a304-757114252117,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
13e4e32b-122d-4894-800e-ad2f7b7bf099,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
e01e7b1f-f8a5-437b-84fe-8095539b50b3,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
de9244ea-f7a8-416c-a855-708d805ba7cf,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
fa280708-1c54-4b0f-8d79-7a46ca0a5338,,,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
ebb07d7f-75f5-41f6-b45f-ff957770ffab,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
2f7b7f57-db95-4ea8-b172-da1a0e3c14df,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
ec8cc355-297a-4ce8-a39c-281bfb2b86bd,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
831bbd0a-5dd8-4310-af38-fa1325656cfd,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
4f5d1a99-44e7-492b-9afa-e2d4079d2c96,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
7158d1c1-27d4-48fe-827f-90c15756fdd4,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
98620a87-0e7e-451a-aa28-a450cd5e4231,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
b41a7a37-b515-4191-a9a8-191804c2a8bb,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
9bc56417-c86d-40df-ad97-10b36796395e,2a2b4e59-b7b6-4345-86aa-c7b21849deec,e73eae43-69c6-44df-bda3-b8b3f87f7b93,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
6322d584-070c-4b5f-8941-1cfb083267eb,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
6dfe654f-5410-45a7-b818-c711c355adce,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
bfe3ceca-272a-43ab-bfa3-f3970922064b,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
c6000029-e4d0-4343-a5f1-772b6a968b77,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
81df78e7-ff67-4cf9-851d-f46dca307b88,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
11f4d037-8ed1-41fa-9ef6-a061fef66392,,,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
a013e3ea-4947-4054-821b-6c97a771b169,78168271-f9eb-44cc-ad8e-9f13f3dc40db,19bcbb90-6c21-4003-a884-a47bf463f4f1,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
82fb50d6-011c-4738-b549-b61f94d583e6,78168271-f9eb-44cc-ad8e-9f13f3dc40db,19bcbb90-6c21-4003-a884-a47bf463f4f1,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
9e345da3-ceea-4924-b9d2-cf2a6a757975,78168271-f9eb-44cc-ad8e-9f13f3dc40db,19bcbb90-6c21-4003-a884-a47bf463f4f1,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
0be21488-f605-4cf3-a6fd-f4d124971a0e,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
266b0dcc-21b0-4ddf-bfad-75fd241f32bb,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
578efb19-6849-4f08-9506-3a0c8acb6825,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
735c6bee-2d3b-42f2-9863-1843f02644a2,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
17ad7119-e72b-42b9-929f-08eacdac5ed0,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
b6553c41-0d74-4294-adfc-4590179e61f1,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
bf2dedbc-9b8f-4478-a262-783df847454e,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
0fe01a23-8310-4db4-b85c-8fe79821ca9e,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
433c8711-7923-4545-b3c5-436ae67c4f72,,c936eeb0-7bef-49e3-b69e-13c3c73cd515,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
b5239984-2148-4edd-bd6c-9c8dc21bc65b,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
82aa1ef5-b997-4ed1-b01b-6a9a7ff77060,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
5d3abbd9-f43d-4ae0-a685-02916503a61f,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
77692c26-6cae-4e8e-ab0b-9462f92902fa,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
7341c101-4dcb-4ebb-8207-cdd849b2cb18,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
c7b2cbcb-e1b4-4d2f-82ba-eb6e999b5076,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
3f1575aa-9da3-45a0-8078-4e8506056332,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
61e05096-3e5f-4eeb-8042-8ff76f341e66,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
09cf4aac-1258-46b3-81c7-0afcde713bab,2a2b4e59-b7b6-4345-86aa-c7b21849deec,e73eae43-69c6-44df-bda3-b8b3f87f7b93,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
77797fe3-89e8-418b-b257-c19f663d2e94,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
0e8c0146-bc9c-460b-b5ca-4dc92507ebfc,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
9217c00b-f73f-4470-af83-7f437768f0d5,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
b5a10d24-5bc4-4b7b-aab3-4237356c9103,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
3ddf59dd-95c4-4830-998e-5980a09ed61c,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
62fd4f60-ca2f-47f5-a44f-5ee0baa09610,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
22da156b-5390-4f41-afe2-d0ff360295b8,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
f706d1d2-e564-4680-b487-f17e1db7a26c,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
1626845b-7aab-4805-adec-2c974ada7370,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
dab0ed89-4f69-4fa5-883c-77b2cbd77f85,f8fed548-b2bb-4430-8dec-4f22c9936f5e,a9b92e47-0acb-4674-81fd-8526006129e0,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
e2cdf373-3526-46df-b2b9-d904d43ea90e,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
010316b4-8afd-4074-b2ea-9fd68751ca4f,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
62561579-547a-4d8b-929a-7c049896b5c4,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
6c35a674-3f21-4c27-b74f-74950d46f43f,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
568cc206-3a0c-4cd9-b26d-eb859ce17ba1,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
74efb867-8bc8-4d28-b9fa-d0c00255159c,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
14bd6fe5-6a75-4913-945a-987e37b5608c,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
44753580-c799-4a17-ac3c-7f0bfa950a02,3b8e996c-6d91-4b62-a293-533be02953d3,c936eeb0-7bef-49e3-b69e-13c3c73cd515,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
9ac51d72-1d89-4934-af66-3225e44b78e4,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
67464ce5-5525-4f4d-880d-85d50222884c,5159e59f-0c74-4a6f-8214-4ace2aed4935,6c2082d6-17a1-49df-a79f-7f8138778495,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
62879bb8-fc61-4bd8-9ee5-bc0e413ad374,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
1e173252-780b-4ef1-be89-db21c037809f,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
985fbf49-9cd9-4ce0-bba3-bcb780201151,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
41fc1ee4-ab32-4e22-bb3d-a771556a9ea9,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
bed81cba-1c3c-40db-adc5-29b6d20f9d7c,,,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
dcfdcb8c-5adb-4788-baf2-b93d8b77acfc,,74a2a6ee-848f-40bb-a304-757114252117,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
3319a147-39c9-4eb0-8541-f59d61a24f38,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
bdca7c50-4979-4bd5-99f2-e9157ff8da69,,a72201f2-adfc-46f5-a98c-eca97b8b54d7,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
e0463d81-7e7e-4f88-8503-3af1fa2e41c8,,a72201f2-adfc-46f5-a98c-eca97b8b54d7,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
22ad40e4-136d-4289-a071-03ad787faef5,,,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
b879580a-a4bd-48a8-b40c-e427f0345253,b4d94957-da19-4c70-a870-e7e48c8a3616,c936eeb0-7bef-49e3-b69e-13c3c73cd515,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
665a45c8-605e-40cd-9ca5-2f0c9b2caa67,e985fbe1-1eab-4dfe-81ca-2913a4553b9f,8d53cf25-83db-46f6-bfc9-c0c455ff5d7a,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
c6dd8bed-6cbf-479b-8e0d-57d1f2dedf82,a5f008a3-3d32-40c1-8b59-223c7ffe77ad,c936eeb0-7bef-49e3-b69e-13c3c73cd515,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
657d177d-0d44-4e2c-81a5-7d8a335f0718,,,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
f15dce73-18b7-4146-92e5-34c9dd926f6b,4bb26478-1524-4556-a635-8061318a070f,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
facbb63b-828b-42be-b831-34b6c2c7b198,22504d26-165e-4bd7-bfd5-267757de4f2d,83969484-b5e1-4e0f-a7ce-6293f628da41,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
f93c7627-8953-40cc-905e-18d9247524ca,a8bb6d71-4041-4428-9177-92154499b4b5,1ecee0f1-a2d7-424a-9846-a113d98f9f19,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
a11b135d-3b62-4b9b-b646-ec76243659e2,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
4d6a211e-0a7e-4020-8b00-1ccb01c260fe,e985fbe1-1eab-4dfe-81ca-2913a4553b9f,8d53cf25-83db-46f6-bfc9-c0c455ff5d7a,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
534b775a-c7f2-4439-b88f-08aca1600330,6052c601-f0af-4b16-ae8f-e50a53e1d15e,c936eeb0-7bef-49e3-b69e-13c3c73cd515,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
4f6e5df2-a95d-4534-84f4-5ac7f5dbb42d,6052c601-f0af-4b16-ae8f-e50a53e1d15e,c936eeb0-7bef-49e3-b69e-13c3c73cd515,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
9edf497e-d41f-4a06-aa1c-3773d8cbd7b5,733f8c39-2854-462b-8720-7e0bb71489de,8d53cf25-83db-46f6-bfc9-c0c455ff5d7a,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
b858daf8-9b10-4469-8a81-c6169a7acb32,6052c601-f0af-4b16-ae8f-e50a53e1d15e,8d53cf25-83db-46f6-bfc9-c0c455ff5d7a,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
59fb7ef0-fd27-47aa-997f-e0d21671cb37,733f8c39-2854-462b-8720-7e0bb71489de,8d53cf25-83db-46f6-bfc9-c0c455ff5d7a,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
9bd1f2f3-3894-4fb8-98fc-4ed500704d02,6052c601-f0af-4b16-ae8f-e50a53e1d15e,c936eeb0-7bef-49e3-b69e-13c3c73cd515,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
ab340ddd-d9a5-4446-a8c8-447c5a325167,6052c601-f0af-4b16-ae8f-e50a53e1d15e,c936eeb0-7bef-49e3-b69e-13c3c73cd515,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
a0705810-448a-47a0-b3c8-271ccf85f853,f93106a0-f272-4ab0-ac5e-0c2b1df9b1f7,8d53cf25-83db-46f6-bfc9-c0c455ff5d7a,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
a30363ce-36d0-44bc-8a0e-be9161091553,6052c601-f0af-4b16-ae8f-e50a53e1d15e,c936eeb0-7bef-49e3-b69e-13c3c73cd515,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
c8abe3ef-0e07-46e2-9224-772cb8903179,35b8a14d-f7a5-40df-be65-70c8de9ad956,8d53cf25-83db-46f6-bfc9-c0c455ff5d7a,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
a0c5954d-9595-47ab-95cf-ed7d4b65de00,733f8c39-2854-462b-8720-7e0bb71489de,8d53cf25-83db-46f6-bfc9-c0c455ff5d7a,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
1556201a-75b7-49a9-88e6-a4d84adba42b,35b8a14d-f7a5-40df-be65-70c8de9ad956,8d53cf25-83db-46f6-bfc9-c0c455ff5d7a,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
f1a19e67-df5d-423f-841f-066601ddf236,733f8c39-2854-462b-8720-7e0bb71489de,8d53cf25-83db-46f6-bfc9-c0c455ff5d7a,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
757f4947-268b-4425-bc12-6f5785b592c2,0a4f2d28-81a1-4995-97c5-132d4abb591f,5e1689b3-5e40-42de-9ae8-2ce716036bc3,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
8e095f44-61e4-49ba-a6ef-e390c0a06eec,,,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
55b88893-554e-4b80-a7b3-99b3421a73b2,,,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
a39dadf1-ae6c-47aa-a899-825d82a3bd9a,733f8c39-2854-462b-8720-7e0bb71489de,8d53cf25-83db-46f6-bfc9-c0c455ff5d7a,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
c76c2a14-03a2-49dc-a590-b7a7fb0a7cfb,0a4f2d28-81a1-4995-97c5-132d4abb591f,8d53cf25-83db-46f6-bfc9-c0c455ff5d7a,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
559c6861-757d-4f64-ac0d-c3cb1ba1a294,,,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
28c6cfac-365b-463d-aa1a-addd45ed9e16,,,ce1095b6-5f18-4d03-9a9b-006255607a03,Fri Feb 19 05:39:09 HKT 2021
d6b8b9f9-35c7-4bf8-9536-da4d8d1faa50,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
c455ae5c-cee0-4f33-8875-60b0d267a42f,0a4f2d28-81a1-4995-97c5-132d4abb591f,8d53cf25-83db-46f6-bfc9-c0c455ff5d7a,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
367c5fe5-717f-49db-98d5-214af805ebe3,f93106a0-f272-4ab0-ac5e-0c2b1df9b1f7,8d53cf25-83db-46f6-bfc9-c0c455ff5d7a,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
6a549fdf-77ff-415f-88ae-a90e37134080,,db9ea9fe-9937-4d6e-a45f-1bc22e960776,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
ee42b9f6-46df-4f74-bcf2-f61ce4be5cd7,,,789c6b46-32f4-4082-bc27-43579c32ed93,Fri Feb 19 05:39:09 HKT 2021
44a8b546-a680-4405-86ea-c05e8d480679,1069024e-8af6-42e8-bf45-e19ca5321a1e,6c2082d6-17a1-49df-a79f-7f8138778495,cb78d74e-8ae4-42e6-af39-cb435f62ac42,Fri Feb 19 05:39:09 HKT 2021
c45628ad-59d9-4ad9-938c-ef41a9c57620,,,ce1095b6-5f18-4d03-9a9b-006255607a03,Fri Feb 19 05:39:09 HKT 2021
