Element ID,Property Concept ID,Type Concept ID,HBIM Data Domain ID,Data Governor ID,Qualified Element Alias ID,Collibra Location ID,Extract Timestamp
16c246ec-4e5c-4edd-ac69-e5a39b33ebf8,a7d846aa-7c17-4741-a9ac-7fdcc10d6a48,,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,fc9ba984-6a06-4adf-94aa-bcf0e900fbae,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
bd59e60f-6fa6-42ee-a098-166b9e8daf6a,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
b07af69b-45f7-4028-bc51-8c97bd707fea,a7d846aa-7c17-4741-a9ac-7fdcc10d6a48,,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,fc9ba984-6a06-4adf-94aa-bcf0e900fbae,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
6b0a2d75-110b-46bd-a588-8d7aef2c9528,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
a092b69b-e13f-4385-b190-1c94ec361b44,a7d846aa-7c17-4741-a9ac-7fdcc10d6a48,,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,fc9ba984-6a06-4adf-94aa-bcf0e900fbae,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
92cedefc-b57a-489c-9a45-56a1946b068c,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
9ff30164-3a59-4356-8ed9-76e8c1b259ed,a7d846aa-7c17-4741-a9ac-7fdcc10d6a48,,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,fc9ba984-6a06-4adf-94aa-bcf0e900fbae,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
5bfd17cb-d29d-488d-a007-e24372a2569b,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
e45e1848-2e27-45d6-bb68-bde7f085f55c,a7d846aa-7c17-4741-a9ac-7fdcc10d6a48,,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,fc9ba984-6a06-4adf-94aa-bcf0e900fbae,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
5a5cc618-37e5-42c0-b366-d025ef81c330,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
21c6a9ef-e128-44c0-b560-31e8a05f3ac0,a7d846aa-7c17-4741-a9ac-7fdcc10d6a48,,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,fc9ba984-6a06-4adf-94aa-bcf0e900fbae,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
cfcacd0a-cbcd-45d3-8657-9fc5596d2869,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
e0080fb9-4b86-4bc5-9da0-230357122ba6,a7d846aa-7c17-4741-a9ac-7fdcc10d6a48,,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,fc9ba984-6a06-4adf-94aa-bcf0e900fbae,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
3e775949-095b-411c-afda-a5fa25e5b6e5,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
1f4c4984-4381-426c-91f8-fc35f309a038,a7d846aa-7c17-4741-a9ac-7fdcc10d6a48,,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,fc9ba984-6a06-4adf-94aa-bcf0e900fbae,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
d41d9e0b-ad16-4ed3-abcc-86d21fe2f2fa,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
753287e7-d5ed-47b2-9014-fa2399a5e61a,a7d846aa-7c17-4741-a9ac-7fdcc10d6a48,,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,fc9ba984-6a06-4adf-94aa-bcf0e900fbae,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
ca0926fa-1df0-4bb4-9ca5-c92cd93ecfd0,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
aef5125f-9fff-4df1-b635-c741d30f74cc,a7d846aa-7c17-4741-a9ac-7fdcc10d6a48,,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,fc9ba984-6a06-4adf-94aa-bcf0e900fbae,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
f0ba9ebc-9358-40c5-b064-f3b56ac1e6d0,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
992f57a9-d29d-41fb-b87c-ed6ab2780e24,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
10dda3a4-96a9-4531-97d7-0333f558765d,a7d846aa-7c17-4741-a9ac-7fdcc10d6a48,,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,fc9ba984-6a06-4adf-94aa-bcf0e900fbae,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
085719a6-ddbe-42b1-ae0b-84d2f18ed586,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
56a43e0a-8dcf-4880-8871-b6db1646a7f0,a7d846aa-7c17-4741-a9ac-7fdcc10d6a48,,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,fc9ba984-6a06-4adf-94aa-bcf0e900fbae,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
754af696-af33-4021-b5b1-24cb55349aff,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
d55fe651-9ebf-4877-a2a9-2fbd7495e0d1,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
d4d2603c-8959-4e07-a70a-157f4a56e441,a7d846aa-7c17-4741-a9ac-7fdcc10d6a48,,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,fc9ba984-6a06-4adf-94aa-bcf0e900fbae,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
7db95b62-ce7c-4e7e-aca9-e00488fe3dd4,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
aea2a82d-8a27-4c8a-9649-c0571a0828be,a7d846aa-7c17-4741-a9ac-7fdcc10d6a48,,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,fc9ba984-6a06-4adf-94aa-bcf0e900fbae,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
df391d42-9752-41a2-bdc8-3a65810e8979,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
1ff30658-cc49-49e3-89f2-6e6084dadfb1,a7d846aa-7c17-4741-a9ac-7fdcc10d6a48,,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,fc9ba984-6a06-4adf-94aa-bcf0e900fbae,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
4e73e1c8-cdbc-41c6-a010-82df7f00644a,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
54407161-7441-4107-8509-cd6ba92b546e,a7d846aa-7c17-4741-a9ac-7fdcc10d6a48,,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,fc9ba984-6a06-4adf-94aa-bcf0e900fbae,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
515a06b9-e8a8-464e-83ec-19ca452a1c73,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
53de1c38-1b57-4e03-8ad0-d83f828a461c,a7d846aa-7c17-4741-a9ac-7fdcc10d6a48,,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,fc9ba984-6a06-4adf-94aa-bcf0e900fbae,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
229b0ca3-033f-4559-a644-4103803a8d47,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
6bbaba69-2a8e-432c-8dcc-9cf0c3bca195,a7d846aa-7c17-4741-a9ac-7fdcc10d6a48,,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,fc9ba984-6a06-4adf-94aa-bcf0e900fbae,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
6be9c208-3d8b-4794-a858-7f65a4eff1cd,a7d846aa-7c17-4741-a9ac-7fdcc10d6a48,,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,fc9ba984-6a06-4adf-94aa-bcf0e900fbae,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
f2a52fee-35bf-4f3a-9113-abe64aa382f2,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
54be888b-c61f-4ca7-b12f-f8d236deb799,a7d846aa-7c17-4741-a9ac-7fdcc10d6a48,,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,fc9ba984-6a06-4adf-94aa-bcf0e900fbae,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
8efa7b87-71ea-47a7-92fd-d9f7d6f896db,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
489341cf-5aa5-426e-a2b0-819b6773e2c8,a7d846aa-7c17-4741-a9ac-7fdcc10d6a48,,ad080bad-9465-4ff1-8c69-47bcc8b1bfcc,fc9ba984-6a06-4adf-94aa-bcf0e900fbae,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
8577c4ec-191c-431a-9c2b-f98c163b0498,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
88cb7f08-2e13-42c8-9811-12064ca41aa3,c4258f2f-eb5d-477b-ab8c-680c751eef87,8e6f99ce-932f-4d93-bf7b-f529ff620825,5ce5a8ba-06d7-47a7-bc59-d3fb21bfe5af,8d53cf25-83db-46f6-bfc9-c0c455ff5d7a,,1f772f2d-6081-4227-9ccc-af1f05cacb91,Fri Feb 19 05:38:39 HKT 2021
6e11512b-7dac-42f9-8a04-cc940efa31ce,c4258f2f-eb5d-477b-ab8c-680c751eef87,8e6f99ce-932f-4d93-bf7b-f529ff620825,5ce5a8ba-06d7-47a7-bc59-d3fb21bfe5af,8d53cf25-83db-46f6-bfc9-c0c455ff5d7a,,1f772f2d-6081-4227-9ccc-af1f05cacb91,Fri Feb 19 05:38:39 HKT 2021
a158e835-360a-4738-b820-6b060cdcdaa8,c4258f2f-eb5d-477b-ab8c-680c751eef87,8e6f99ce-932f-4d93-bf7b-f529ff620825,5ce5a8ba-06d7-47a7-bc59-d3fb21bfe5af,8d53cf25-83db-46f6-bfc9-c0c455ff5d7a,,1f772f2d-6081-4227-9ccc-af1f05cacb91,Fri Feb 19 05:38:39 HKT 2021
c26f80f0-32d9-48ef-a455-803687f3d64c,30e0b1c6-9feb-4886-a6f0-226134944d8e,a013e3ea-4947-4054-821b-6c97a771b169,78168271-f9eb-44cc-ad8e-9f13f3dc40db,874c2c8b-dc72-48b6-983b-5a5e06042e70,,1f772f2d-6081-4227-9ccc-af1f05cacb91,Fri Feb 19 05:38:39 HKT 2021
ea939c2c-e61c-48e4-8887-c69620a581d2,0a4fbec9-3d87-48c5-9e52-6d762289326b,88b56b79-64b0-43a3-b706-01c8f64f8fb3,19e93983-fb65-4948-9945-69975e4e3230,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,1f772f2d-6081-4227-9ccc-af1f05cacb91,Fri Feb 19 05:38:39 HKT 2021
7e8a80b7-5c8c-40f2-a0a9-f26e6b65fb2b,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
60d44327-bbcf-4222-8e1c-7978923b7142,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
a3a66335-b301-4457-a4c2-f664a2f6fa69,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
0c3f8443-3bfd-47c4-9e60-af6cff8b3b65,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
614b58e4-0dc0-4339-879f-d776c2249978,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
5bdc691e-46d4-40e1-9e54-4f2fae9d4231,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
6e4d129c-47ac-4e89-b97f-bbe05ab6b8cb,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
b80075b1-a27a-4d79-8070-9fa867e84a03,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
e7a0479d-7454-4f6d-8bd0-1631dd7030a9,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
2ff48642-7035-480f-bf58-6d650b54803f,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
ccfdfc88-332b-4938-a3bd-9d67cb5911f0,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
4246c392-92f5-4cb2-8c0b-76588c7f34ca,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
cbc2d186-5509-4ff5-b761-6317e1f099c1,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
a8ad5d44-094c-43b6-98db-a6f2f3873d06,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
af481c97-2159-4e80-9bf7-76fc9e455766,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
7b124ee5-3e40-4375-ad39-755534b241ed,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
e3a98e50-7e92-4626-ba92-8202525a5140,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
b20f5b79-e728-4092-ac66-71b9ce78aa86,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
fde52e01-494e-44d5-aca9-995e99070820,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
72a33a8e-bd59-4752-9c39-d01e054c1784,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
dcfcb211-e686-4ccd-a691-fd5ad0903884,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
199a876c-89e0-46e2-b209-c34c1ab81af0,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
933b7e19-5ac3-4296-b7f3-7e418981e73c,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
d8ac3903-53eb-4c07-a605-bf5c55740a78,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
0b41a3b1-7a83-4951-a66d-b569801d6139,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
e89eec3b-8a4f-479d-b5c2-71c15fc2a321,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
b19f2195-993e-4f26-93c0-ac88ea6dd09b,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
154e60ec-0b56-4acc-8b3a-343f17dc7cd6,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
9e1ae7eb-b538-4514-8290-bcf00c14d618,347618b4-be23-446c-b859-ef6c53864968,,,,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
2abe5b37-3eb0-4030-be9e-18e3e46a3bfd,491034f8-8019-4d4c-8b25-d5c34c2dd8be,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,fc9ba984-6a06-4adf-94aa-bcf0e900fbae,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
d019b65f-61a0-4243-b011-0cae2a5a7bf5,acb8fc96-553e-4166-8baf-f7e99fca0216,,2f8ef7a3-d2de-4a39-9502-76f5b9b133a8,66f5cfd4-ad61-45e0-9e39-d6fbb2f533a8,,3d911ffa-a292-4d1d-b769-b24d375a318c,Fri Feb 19 05:38:39 HKT 2021
