de_name,dd_name,dd_l0,dd_l1,dd_l2,dd_l3,domain_path,dqr_published_indicator,dqr_target,dq_name,dq_qr_rule,dq_dimension,dq_target
customer account balance [customer account] DUPLICATE,Customer Account Data,Account Data,Customer Account Data,,,Account Data_Customer Account Data___customer account balance [customer account] DUPLICATE,true,0.985,GPB_1218024_CMP001_42d65698-9436-46a3-9099-3edfbebe7c1a,Must not be blank,Completeness,0.95
customer account balance [customer account] DUPLICATE,Customer Account Data,Account Data,Customer Account Data,,,Account Data_Customer Account Data___customer account balance [customer account] DUPLICATE,true,0.985,GPB_1218024_CMP001_d361e4be-6e23-4b30-8e43-32cb0f4d41fc,Must not be blank,Completeness,0.95
customer account balance [customer account] DUPLICATE,Customer Account Data,Account Data,Customer Account Data,,,Account Data_Customer Account Data___customer account balance [customer account] DUPLICATE,true,0.985,GPB_237579_CMP001_42d65698-9436-46a3-9099-3edfbebe7c1a,Must not be blank,Completeness,0.95
property identifier [organisation operating address],Party Data,Party Data,,,,Party Data____property identifier [organisation operating address],true,0.95,GPB_1218024_CMP001_43346253-1b8c-47e2-b135-b18de7fc87d1,Must not be blank,Completeness,0.95
GRCA movement type [GRCA movement],Accounting Entry Data,Event Data,Financial Data,Accounting Entry Data,,Event Data_Financial Data_Accounting Entry Data__GRCA movement type [GRCA movement],true,0.975,GPB_1218024_CMP001_43e45bad-4d1e-48f3-b795-3af5fd1f3b40,Must not be blank,Completeness,0.95
customer account expected credit transaction amount [projected cash transaction],Assessment Data,Event Data,Financial Data,Assessment Data,,Event Data_Financial Data_Assessment Data__customer account expected credit transaction amount [projected cash transaction],true,0.985,GPB_1218024_CMP001_4413f88e-2eae-4e95-8937-a75c8faa9f50,Must not be blank,Completeness,0.95
local credit facility purpose [credit facility application],Credit Facility Data,Contract Data,Financial Instrument Data,Credit Facility Data,,Contract Data_Financial Instrument Data_Credit Facility Data__local credit facility purpose [credit facility application],true,0.975,GPB_237579_CMP001_36acf257-aa55-4190-8c9f-fcbabe2a466e,Must not be blank,Completeness,0.95
nationality country code [individual],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___nationality country code [individual],true,0.985,GPB_1218024_CMP001_4a4ac5c4-ef37-46cc-b4fd-9a45344e87f4,Must not be blank,Completeness,0.95
latest valuation amount [collateral],Credit Mitigant Data,Account Data,Credit Mitigant Data,,,Account Data_Credit Mitigant Data___latest valuation amount [collateral],true,0.975,GPB_1218024_CMP001_4a772abd-f407-4c22-8e0a-b6e3a06b6bfc,Must not be blank,Completeness,0.95
latest valuation amount [collateral],Credit Mitigant Data,Account Data,Credit Mitigant Data,,,Account Data_Credit Mitigant Data___latest valuation amount [collateral],true,0.975,GPB_1218024_CMP001_9f54cc69-a0ba-4126-82ee-0cd0420d1364,Must not be blank,Completeness,0.95
specialised lending instrument type [specialised lending instrument],Credit Instrument Data,Contract Data,Financial Instrument Data,Credit Instrument Data,,Contract Data_Financial Instrument Data_Credit Instrument Data__specialised lending instrument type [specialised lending instrument],true,0.99,GPB_1218024_CMP001_4af063be-0ffa-4c25-a992-c3c908c8c4a9,Must not be blank,Completeness,0.95
specialised lending instrument type [specialised lending instrument],Credit Instrument Data,Contract Data,Financial Instrument Data,Credit Instrument Data,,Contract Data_Financial Instrument Data_Credit Instrument Data__specialised lending instrument type [specialised lending instrument],true,0.99,GPB_237579_CMP001_4af063be-0ffa-4c25-a992-c3c908c8c4a9,Must not be blank,Completeness,0.95
posting date time [account entry],Event Data,Event Data,,,,Event Data____posting date time [account entry],true,0.985,GPB_1218024_CMP001_4af65cc6-e59c-4617-ad20-1e7295657293,Must not be blank,Completeness,0.95
organisation formation date [organisation formation identity],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___organisation formation date [organisation formation identity],true,0.95,GPB_243052_CMP001_4c48d74c-4787-42ba-83a9-b8000dc288cf,Must not be blank,Completeness,0.95
organisation formation date [organisation formation identity],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___organisation formation date [organisation formation identity],true,0.95,GPB_243585_CMP001_4c48d74c-4787-42ba-83a9-b8000dc288cf,Must not be blank,Completeness,0.95
organisation formation date [organisation formation identity],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___organisation formation date [organisation formation identity],true,0.95,GPB_714101_CMP001_4c48d74c-4787-42ba-83a9-b8000dc288cf,Must not be blank,Completeness,0.95
organisation formation date [organisation formation identity],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___organisation formation date [organisation formation identity],true,0.95,GPB_540662_CMP001_4c48d74c-4787-42ba-83a9-b8000dc288cf,Must not be blank,Completeness,0.95
organisation formation date [organisation formation identity],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___organisation formation date [organisation formation identity],true,0.95,GPB_243053_CMP001_4c48d74c-4787-42ba-83a9-b8000dc288cf,Must not be blank,Completeness,0.95
organisation formation date [organisation formation identity],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___organisation formation date [organisation formation identity],true,0.95,GPB_243556_CMP001_4c48d74c-4787-42ba-83a9-b8000dc288cf,Must not be blank,Completeness,0.95
organisation formation date [organisation formation identity],Organisation Data,Party Data,Organisation Data,,,Party Data_Organisation Data___organisation formation date [organisation formation identity],true,0.95,GPB_243584_CMP001_4c48d74c-4787-42ba-83a9-b8000dc288cf,Must not be blank,Completeness,0.95
employment role code [individual],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___employment role code [individual],true,0.985,GPB_540662_CMP001_5169aefa-d4da-4816-8e5b-db6fbdf1cee9,Must not be blank,Completeness,0.95
employment role code [individual],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___employment role code [individual],true,0.985,GPB_243584_CMP001_5169aefa-d4da-4816-8e5b-db6fbdf1cee9,Must not be blank,Completeness,0.95
employment role code [individual],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___employment role code [individual],true,0.985,GPB_243585_CMP001_5169aefa-d4da-4816-8e5b-db6fbdf1cee9,Must not be blank,Completeness,0.95
employment role code [individual],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___employment role code [individual],true,0.975,GPB_1218024_CMP001_5169aefa-d4da-4816-8e5b-db6fbdf1cee9,Must not be blank,Completeness,0.95
employment role code [individual],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___employment role code [individual],true,0.985,GPB_243052_CMP001_5169aefa-d4da-4816-8e5b-db6fbdf1cee9,Must not be blank,Completeness,0.95
employment role code [individual],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___employment role code [individual],true,0.985,GPB_243556_CMP001_5169aefa-d4da-4816-8e5b-db6fbdf1cee9,Must not be blank,Completeness,0.95
employment role code [individual],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___employment role code [individual],true,0.985,GPB_243053_CMP001_5169aefa-d4da-4816-8e5b-db6fbdf1cee9,Must not be blank,Completeness,0.95
employment role code [individual],Individual Data,Party Data,Individual Data,,,Party Data_Individual Data___employment role code [individual],true,0.985,GPB_714101_CMP001_5169aefa-d4da-4816-8e5b-db6fbdf1cee9,Must not be blank,Completeness,0.95
contractual interest rate [interest bearing instrument],Contract Data,Contract Data,,,,Contract Data____contractual interest rate [interest bearing instrument],true,0.975,GPB_1218024_CMP001_51a21e1c-1a5b-4cab-9509-8d1515e38e74,Must not be blank,Completeness,0.95
postal code [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__postal code [individual residential address],true,0.985,GPB_243585_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
postal code [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__postal code [individual residential address],true,0.985,GPB_243556_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
postal code [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__postal code [individual residential address],true,0.985,GPB_540662_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
postal code [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__postal code [individual residential address],true,0.985,GPB_243584_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
postal code [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__postal code [individual residential address],true,0.985,GPB_243052_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
postal code [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__postal code [individual residential address],true,0.985,GPB_714101_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
postal code [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__postal code [individual residential address],true,0.985,GPB_243053_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
mortgage property usage type [mortgage instrument],Credit Instrument Data,Contract Data,Financial Instrument Data,Credit Instrument Data,,Contract Data_Financial Instrument Data_Credit Instrument Data__mortgage property usage type [mortgage instrument],true,0.975,GPB_237746_CMP001_57f9c2ce-6320-4672-9044-502b09c713d1,Must not be blank,Completeness,0.95
primary country of risk [counterparty],Trade Data,Contract Data,Trade Data,,,Contract Data_Trade Data___primary country of risk [counterparty],true,0.975,GPB_1218024_CMP001_593c4acf-4c48-4d60-9c5e-a93128cc7e06,Must not be blank,Completeness,0.95
primary country of risk [counterparty],Trade Data,Contract Data,Trade Data,,,Contract Data_Trade Data___primary country of risk [counterparty],true,0.975,GPB_237734_CMP001_593c4acf-4c48-4d60-9c5e-a93128cc7e06,Must not be blank,Completeness,0.95
contract limit end date [contract limit],Condition Data,Contract Data,Condition Data,,,Contract Data_Condition Data___contract limit end date [contract limit],true,0.985,GPB_1218024_CMP001_5ae14cbe-d8ae-4de6-ab4a-5c57bcae841a,Must not be blank,Completeness,0.95
contract limit end date [contract limit],Condition Data,Contract Data,Condition Data,,,Contract Data_Condition Data___contract limit end date [contract limit],true,0.985,GPB_237734_CMP001_5ae14cbe-d8ae-4de6-ab4a-5c57bcae841a,Must not be blank,Completeness,0.95
contract limit end date [contract limit],Condition Data,Contract Data,Condition Data,,,Contract Data_Condition Data___contract limit end date [contract limit],true,0.985,GPB_237746_CMP001_5ae14cbe-d8ae-4de6-ab4a-5c57bcae841a,Must not be blank,Completeness,0.95
city or town name [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__city or town name [individual residential address],true,0.985,GPB_714101_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
city or town name [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__city or town name [individual residential address],true,0.985,GPB_243585_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
city or town name [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__city or town name [individual residential address],true,0.985,GPB_243584_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
city or town name [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__city or town name [individual residential address],true,0.985,GPB_243053_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
city or town name [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__city or town name [individual residential address],true,0.985,GPB_540662_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
city or town name [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__city or town name [individual residential address],true,0.985,GPB_243052_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
city or town name [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__city or town name [individual residential address],true,0.985,GPB_243556_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
financial transaction type code [financial transaction],Transaction Data,Event Data,Financial Data,Transaction Data,,Event Data_Financial Data_Transaction Data__financial transaction type code [financial transaction],true,0.975,GPB_1218024_CMP001_3390f28d-8da7-4203-8dd4-12f9377e369f,Must not be blank,Completeness,0.95
financial transaction type code [financial transaction],Transaction Data,Event Data,Financial Data,Transaction Data,,Event Data_Financial Data_Transaction Data__financial transaction type code [financial transaction],true,0.975,GPB_1218024_CMP001_5d1fb2f8-10ac-46f7-b394-05ce84d778d8,Must not be blank,Completeness,0.95
internal identifier [customer account portfolio],Portfolio Data,Account Data,Portfolio Data,,,Account Data_Portfolio Data___internal identifier [customer account portfolio],false,0.95,GPB_1218024_CMP001_5d345be6-acde-4e1a-9998-71be81482766,Must not be blank,Completeness,0.95
approved limit amount [credit facility],Credit Facility Data,Contract Data,Financial Instrument Data,Credit Facility Data,,Contract Data_Financial Instrument Data_Credit Facility Data__approved limit amount [credit facility],false,0.95,GPB_237746_CMP001_16ab4256-f807-451c-b8e4-60ed9be43adb,Must not be blank,Completeness,0.95
approved limit amount [credit facility],Credit Facility Data,Contract Data,Financial Instrument Data,Credit Facility Data,,Contract Data_Financial Instrument Data_Credit Facility Data__approved limit amount [credit facility],false,0.95,GPB_1218024_CMP001_5ddbd044-8693-4d5c-93d1-20087b553ea1,Must not be blank,Completeness,0.95
approved limit amount [credit facility],Credit Facility Data,Contract Data,Financial Instrument Data,Credit Facility Data,,Contract Data_Financial Instrument Data_Credit Facility Data__approved limit amount [credit facility],true,0.96,GPB_237579_CMP001_5ddbd044-8693-4d5c-93d1-20087b553ea1,Must not be blank,Completeness,0.95
country code [source of wealth],Event Data,Event Data,,,,Event Data____country code [source of wealth],true,0.985,GPB_243584_CMP001_60285f39-cf7e-4315-aa63-c08e0c78ada3,Must not be blank,Completeness,0.95
country code [source of wealth],Event Data,Event Data,,,,Event Data____country code [source of wealth],true,0.985,GPB_243556_CMP001_60285f39-cf7e-4315-aa63-c08e0c78ada3,Must not be blank,Completeness,0.95
country code [source of wealth],Event Data,Event Data,,,,Event Data____country code [source of wealth],true,0.985,GPB_243585_CMP001_60285f39-cf7e-4315-aa63-c08e0c78ada3,Must not be blank,Completeness,0.95
country code [source of wealth],Event Data,Event Data,,,,Event Data____country code [source of wealth],true,0.985,GPB_243053_CMP001_60285f39-cf7e-4315-aa63-c08e0c78ada3,Must not be blank,Completeness,0.95
country code [source of wealth],Event Data,Event Data,,,,Event Data____country code [source of wealth],true,0.985,GPB_243052_CMP001_60285f39-cf7e-4315-aa63-c08e0c78ada3,Must not be blank,Completeness,0.95
country code [source of wealth],Event Data,Event Data,,,,Event Data____country code [source of wealth],true,0.985,GPB_714101_CMP001_60285f39-cf7e-4315-aa63-c08e0c78ada3,Must not be blank,Completeness,0.95
country code [source of wealth],Event Data,Event Data,,,,Event Data____country code [source of wealth],false,,GPB_1218024_CMP001_60285f39-cf7e-4315-aa63-c08e0c78ada3,Must not be blank,Completeness,0.95
country code [source of wealth],Event Data,Event Data,,,,Event Data____country code [source of wealth],true,0.985,GPB_540662_CMP001_60285f39-cf7e-4315-aa63-c08e0c78ada3,Must not be blank,Completeness,0.95
customer risk rating grade [customer risk rating],Party Data,Party Data,,,,Party Data____customer risk rating grade [customer risk rating],true,0.975,GPB_237746_CMP001_6075a4c4-bf18-489a-8b0a-fe67f8cc7ef0,Must not be blank,Completeness,0.95
customer risk rating grade [customer risk rating],Party Data,Party Data,,,,Party Data____customer risk rating grade [customer risk rating],true,0.975,GPB_1218024_CMP001_6075a4c4-bf18-489a-8b0a-fe67f8cc7ef0,Must not be blank,Completeness,0.95
customer risk rating grade [customer risk rating],Party Data,Party Data,,,,Party Data____customer risk rating grade [customer risk rating],true,0.975,GPB_243588_CMP001_6075a4c4-bf18-489a-8b0a-fe67f8cc7ef0,Must not be blank,Completeness,0.95
customer risk rating grade [customer risk rating],Party Data,Party Data,,,,Party Data____customer risk rating grade [customer risk rating],true,0.975,GPB_237579_CMP001_6075a4c4-bf18-489a-8b0a-fe67f8cc7ef0,Must not be blank,Completeness,0.95
financial crime and compliance risk assessment methodology family code [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___financial crime and compliance risk assessment methodology family code [customer],true,0.95,GPB_243585_CMP001_610f773e-5654-4cd0-8f52-fba8692ded9d,Must not be blank,Completeness,0.95
financial crime and compliance risk assessment methodology family code [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___financial crime and compliance risk assessment methodology family code [customer],true,0.95,GPB_714101_CMP001_610f773e-5654-4cd0-8f52-fba8692ded9d,Must not be blank,Completeness,0.95
financial crime and compliance risk assessment methodology family code [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___financial crime and compliance risk assessment methodology family code [customer],true,0.95,GPB_243584_CMP001_610f773e-5654-4cd0-8f52-fba8692ded9d,Must not be blank,Completeness,0.95
financial crime and compliance risk assessment methodology family code [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___financial crime and compliance risk assessment methodology family code [customer],true,0.95,GPB_1218024_CMP001_610f773e-5654-4cd0-8f52-fba8692ded9d,Must not be blank,Completeness,0.95
financial crime and compliance risk assessment methodology family code [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___financial crime and compliance risk assessment methodology family code [customer],true,0.95,GPB_243053_CMP001_610f773e-5654-4cd0-8f52-fba8692ded9d,Must not be blank,Completeness,0.95
financial crime and compliance risk assessment methodology family code [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___financial crime and compliance risk assessment methodology family code [customer],true,0.95,GPB_243556_CMP001_610f773e-5654-4cd0-8f52-fba8692ded9d,Must not be blank,Completeness,0.95
financial crime and compliance risk assessment methodology family code [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___financial crime and compliance risk assessment methodology family code [customer],true,0.95,GPB_243052_CMP001_610f773e-5654-4cd0-8f52-fba8692ded9d,Must not be blank,Completeness,0.95
financial crime and compliance risk assessment methodology family code [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___financial crime and compliance risk assessment methodology family code [customer],true,0.95,GPB_540662_CMP001_610f773e-5654-4cd0-8f52-fba8692ded9d,Must not be blank,Completeness,0.95
country of address [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__country of address [individual residential address],true,0.985,GPB_714101_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
country of address [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__country of address [individual residential address],true,0.985,GPB_243556_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
country of address [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__country of address [individual residential address],true,0.985,GPB_243052_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
country of address [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__country of address [individual residential address],true,0.985,GPB_540662_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
country of address [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__country of address [individual residential address],true,0.985,GPB_243053_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
country of address [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__country of address [individual residential address],true,0.985,GPB_243585_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
country of address [individual residential address],Postal Address Data,Location Data,Address Data,Postal Address Data,,Location Data_Address Data_Postal Address Data__country of address [individual residential address],true,0.985,GPB_243584_CMP001_632a802d-2564-4159-bbf6-fcb3b869ddbe,Must not be blank,Completeness,0.95
individual legal name [individual given identity],Identification Data,Party Data,Individual Data,Identification Data,,Party Data_Individual Data_Identification Data__individual legal name [individual given identity],true,0.975,GPB_243053_CMP001_678a705d-e0c1-4e0c-9505-dd0853b992dc,Must not be blank,Completeness,0.95
individual legal name [individual given identity],Identification Data,Party Data,Individual Data,Identification Data,,Party Data_Individual Data_Identification Data__individual legal name [individual given identity],true,0.975,GPB_243584_CMP001_678a705d-e0c1-4e0c-9505-dd0853b992dc,Must not be blank,Completeness,0.95
individual legal name [individual given identity],Identification Data,Party Data,Individual Data,Identification Data,,Party Data_Individual Data_Identification Data__individual legal name [individual given identity],true,0.975,GPB_714101_CMP001_678a705d-e0c1-4e0c-9505-dd0853b992dc,Must not be blank,Completeness,0.95
individual legal name [individual given identity],Identification Data,Party Data,Individual Data,Identification Data,,Party Data_Individual Data_Identification Data__individual legal name [individual given identity],true,0.975,GPB_540662_CMP001_678a705d-e0c1-4e0c-9505-dd0853b992dc,Must not be blank,Completeness,0.95
individual legal name [individual given identity],Identification Data,Party Data,Individual Data,Identification Data,,Party Data_Individual Data_Identification Data__individual legal name [individual given identity],true,0.975,GPB_243585_CMP001_678a705d-e0c1-4e0c-9505-dd0853b992dc,Must not be blank,Completeness,0.95
individual legal name [individual given identity],Identification Data,Party Data,Individual Data,Identification Data,,Party Data_Individual Data_Identification Data__individual legal name [individual given identity],true,0.975,GPB_243556_CMP001_678a705d-e0c1-4e0c-9505-dd0853b992dc,Must not be blank,Completeness,0.95
individual legal name [individual given identity],Identification Data,Party Data,Individual Data,Identification Data,,Party Data_Individual Data_Identification Data__individual legal name [individual given identity],true,0.975,GPB_243052_CMP001_678a705d-e0c1-4e0c-9505-dd0853b992dc,Must not be blank,Completeness,0.95
product type [customer account],Customer Account Data,Account Data,Customer Account Data,,,Account Data_Customer Account Data___product type [customer account],true,0.985,GPB_1218024_CMP001_6989c27f-4e2e-45a5-9542-e00bb5c2a307,Must not be blank,Completeness,0.95
first lien loan to value ratio [collateral],Credit Mitigant Data,Account Data,Credit Mitigant Data,,,Account Data_Credit Mitigant Data___first lien loan to value ratio [collateral],true,0.975,GPB_237734_CMP001_6b45457e-ffdd-4276-9431-19930a786010,Must not be blank,Completeness,0.95
first lien loan to value ratio [collateral],Credit Mitigant Data,Account Data,Credit Mitigant Data,,,Account Data_Credit Mitigant Data___first lien loan to value ratio [collateral],true,0.975,GPB_1218024_CMP001_6b45457e-ffdd-4276-9431-19930a786010,Must not be blank,Completeness,0.95
customer account identifier [customer account],Customer Account Data,Account Data,Customer Account Data,,,Account Data_Customer Account Data___customer account identifier [customer account],true,0.985,GPB_1218024_CMP001_6b885e82-93c0-4db3-80dc-1b1eb9c3005d,Must not be blank,Completeness,0.95
financial instrument maturity date [financial instrument],Contract Data,Contract Data,,,,Contract Data____financial instrument maturity date [financial instrument],true,0.975,GPB_1218024_CMP001_6bae8cf7-573a-4320-9195-76aa1798587f,Must not be blank,Completeness,0.95
financial crime and compliance risk assessment methodology customer type code [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___financial crime and compliance risk assessment methodology customer type code [customer],true,0.985,GPB_243053_CMP001_6c3e370a-14d2-4f41-83d2-c60eefca7ac9,Must not be blank,Completeness,0.95
financial crime and compliance risk assessment methodology customer type code [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___financial crime and compliance risk assessment methodology customer type code [customer],true,0.985,GPB_243052_CMP001_6c3e370a-14d2-4f41-83d2-c60eefca7ac9,Must not be blank,Completeness,0.95
financial crime and compliance risk assessment methodology customer type code [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___financial crime and compliance risk assessment methodology customer type code [customer],true,0.985,GPB_714101_CMP001_6c3e370a-14d2-4f41-83d2-c60eefca7ac9,Must not be blank,Completeness,0.95
financial crime and compliance risk assessment methodology customer type code [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___financial crime and compliance risk assessment methodology customer type code [customer],true,0.985,GPB_243556_CMP001_6c3e370a-14d2-4f41-83d2-c60eefca7ac9,Must not be blank,Completeness,0.95
financial crime and compliance risk assessment methodology customer type code [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___financial crime and compliance risk assessment methodology customer type code [customer],true,0.985,GPB_243585_CMP001_6c3e370a-14d2-4f41-83d2-c60eefca7ac9,Must not be blank,Completeness,0.95
financial crime and compliance risk assessment methodology customer type code [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___financial crime and compliance risk assessment methodology customer type code [customer],true,0.985,GPB_540662_CMP001_6c3e370a-14d2-4f41-83d2-c60eefca7ac9,Must not be blank,Completeness,0.95
financial crime and compliance risk assessment methodology customer type code [customer],Customer Data,Party Data,Customer Data,,,Party Data_Customer Data___financial crime and compliance risk assessment methodology customer type code [customer],true,0.985,GPB_243584_CMP001_6c3e370a-14d2-4f41-83d2-c60eefca7ac9,Must not be blank,Completeness,0.95
valuation date [holding],Account Financial Data,Account Data,Customer Account Data,Account Financial Data,,Account Data_Customer Account Data_Account Financial Data__valuation date [holding],true,1.0,GPB_1218024_CMP001_6ddc15b2-70ee-4a38-aa0e-6a050626a404,Must not be blank,Completeness,0.95
GRCA account code for end of period balance [financial instrument],Contract Data,Contract Data,,,,Contract Data____GRCA account code for end of period balance [financial instrument],true,0.96,GPB_1218024_CMP001_705c790f-de84-4c3f-9c08-dedb48355015,Must not be blank,Completeness,0.95
gross functional currency amount [account entry],Event Data,Event Data,,,,Event Data____gross functional currency amount [account entry],true,0.985,GPB_1218024_CMP001_72493d22-8bf6-42ac-93ad-fe75b40f4c0c,Must not be blank,Completeness,0.95
approved key customer risk rating grade at origination date [wholesale credit instrument],Credit Instrument Data,Contract Data,Financial Instrument Data,Credit Instrument Data,,Contract Data_Financial Instrument Data_Credit Instrument Data__approved key customer risk rating grade at origination date [wholesale credit instrument],true,0.975,GPB_1218024_CMP001_726812b1-e9bc-47f4-bf27-4b57f6af5348,Must not be blank,Completeness,0.95
street name [individual previous residential address],Party Data,Party Data,,,,Party Data____street name [individual previous residential address],true,0.975,GPB_1218024_CMP001_7295b797-2864-49b2-8d07-0f85af6fc574,Must not be blank,Completeness,0.95
payment debtor agent country [monitored electronic funds transfer account entry],Event Data,Event Data,,,,Event Data____payment debtor agent country [monitored electronic funds transfer account entry],true,0.985,GPB_1218024_CMP001_1146387a-b84f-40a9-877f-4dd126b69975,Must not be blank,Completeness,0.95
current loan to value ratio [secured credit instrument],Credit Instrument Data,Contract Data,Financial Instrument Data,Credit Instrument Data,,Contract Data_Financial Instrument Data_Credit Instrument Data__current loan to value ratio [secured credit instrument],true,0.975,GPB_1218024_CMP001_755ec8b4-5002-4bf5-ad59-042bc94fae09,Must not be blank,Completeness,0.95
valuation date [collateral valuation],Valuation Data,Event Data,Financial Data,Valuation Data,,Event Data_Financial Data_Valuation Data__valuation date [collateral valuation],true,0.975,GPB_237579_CMP001_757cf368-3894-4924-8834-9b932778f9a2,Must not be blank,Completeness,0.95
valuation date [collateral valuation],Valuation Data,Event Data,Financial Data,Valuation Data,,Event Data_Financial Data_Valuation Data__valuation date [collateral valuation],true,0.975,GPB_1218024_CMP001_757cf368-3894-4924-8834-9b932778f9a2,Must not be blank,Completeness,0.95
